yil/ay/gun,yil,ay,ayAdi,gun,gunAdi,saat,dakika,saniye,konum,alanIsmi,tasitTipi
2025/2/5,2025,2,Şubat,5,Çarşamba,21271,21271,21271,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,21649,21649,21649,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,22378,22378,22378,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,22471,22471,22471,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,23057,23057,23057,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,23073,23073,23073,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,23718,23718,23718,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,23900,23900,23900,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,24703,24703,24703,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,25038,25038,25038,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,25376,25376,25376,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,26857,26857,26857,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,27357,27357,27357,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,28800,28800,28800,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,29108,29108,29108,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,29417,29417,29417,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,30337,30337,30337,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,30425,30425,30425,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,31412,31412,31412,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,31767,31767,31767,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,31885,31885,31885,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,32309,32309,32309,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,32825,32825,32825,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,32906,32906,32906,kampusGiris,cikis,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,32964,32964,32964,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,33594,33594,33594,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,35300,35300,35300,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,36911,36911,36911,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,36967,36967,36967,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,39835,39835,39835,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,40317,40317,40317,kampusGiris,giris,van
2025/2/5,2025,2,Şubat,5,Çarşamba,40921,40921,40921,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,41117,41117,41117,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,42824,42824,42824,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,42838,42838,42838,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,42880,42880,42880,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,43506,43506,43506,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,45782,45782,45782,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,46257,46257,46257,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,46372,46372,46372,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,46715,46715,46715,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,46852,46852,46852,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,48156,48156,48156,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,48404,48404,48404,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,48663,48663,48663,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,48848,48848,48848,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,49140,49140,49140,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,49152,49152,49152,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,50211,50211,50211,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,50703,50703,50703,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,52051,52051,52051,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,53095,53095,53095,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,53190,53190,53190,kampusGiris,giris,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,53664,53664,53664,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,54932,54932,54932,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,54978,54978,54978,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,56103,56103,56103,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,56317,56317,56317,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,56805,56805,56805,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,57224,57224,57224,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,57433,57433,57433,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,58205,58205,58205,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,58517,58517,58517,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,59240,59240,59240,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,59414,59414,59414,kampusGiris,cikis,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,61592,61592,61592,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,61633,61633,61633,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,62299,62299,62299,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,62452,62452,62452,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,62932,62932,62932,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,63087,63087,63087,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,63140,63140,63140,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,63166,63166,63166,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,63214,63214,63214,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,63287,63287,63287,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,63650,63650,63650,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,65239,65239,65239,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,65654,65654,65654,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,65820,65820,65820,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,65892,65892,65892,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,65952,65952,65952,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,66028,66028,66028,kampusGiris,giris,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,66041,66041,66041,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,66206,66206,66206,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,66261,66261,66261,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,66837,66837,66837,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,68305,68305,68305,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,70957,70957,70957,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,71068,71068,71068,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,71808,71808,71808,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,72143,72143,72143,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,73431,73431,73431,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,74177,74177,74177,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,75585,75585,75585,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,75673,75673,75673,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,75707,75707,75707,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,76122,76122,76122,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,76578,76578,76578,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,76727,76727,76727,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,77009,77009,77009,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,81530,81530,81530,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,82567,82567,82567,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,82716,82716,82716,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,82764,82764,82764,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,83154,83154,83154,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,83327,83327,83327,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,83487,83487,83487,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,84075,84075,84075,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,84214,84214,84214,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,84859,84859,84859,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,85070,85070,85070,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,85428,85428,85428,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,86650,86650,86650,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,88845,88845,88845,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,88849,88849,88849,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,88850,88850,88850,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,88851,88851,88851,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,89402,89402,89402,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,89639,89639,89639,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,89976,89976,89976,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,89989,89989,89989,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,90010,90010,90010,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,90838,90838,90838,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,91691,91691,91691,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,93062,93062,93062,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,93438,93438,93438,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,94237,94237,94237,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,95551,95551,95551,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,96155,96155,96155,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,96158,96158,96158,kampusGiris,giris,van
2025/2/5,2025,2,Şubat,5,Çarşamba,96267,96267,96267,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,96273,96273,96273,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,97173,97173,97173,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,97458,97458,97458,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,97834,97834,97834,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,98314,98314,98314,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,98720,98720,98720,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,99660,99660,99660,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,100272,100272,100272,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,100284,100284,100284,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,101617,101617,101617,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,101938,101938,101938,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,102227,102227,102227,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,102440,102440,102440,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,102478,102478,102478,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,102924,102924,102924,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,103021,103021,103021,kampusGiris,cikis,ambulance
2025/2/5,2025,2,Şubat,5,Çarşamba,103524,103524,103524,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,103694,103694,103694,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,103713,103713,103713,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,105042,105042,105042,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,105233,105233,105233,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,105817,105817,105817,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,105998,105998,105998,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,106376,106376,106376,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,107583,107583,107583,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,108549,108549,108549,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,108594,108594,108594,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,108643,108643,108643,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,109205,109205,109205,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,109266,109266,109266,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,109456,109456,109456,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,110727,110727,110727,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,110792,110792,110792,kampusGiris,giris,van
2025/2/5,2025,2,Şubat,5,Çarşamba,111149,111149,111149,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,112033,112033,112033,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,112483,112483,112483,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,112777,112777,112777,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,113414,113414,113414,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,113681,113681,113681,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,114026,114026,114026,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,115238,115238,115238,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,115577,115577,115577,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,116467,116467,116467,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,118192,118192,118192,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,118393,118393,118393,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,118490,118490,118490,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,118769,118769,118769,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,119532,119532,119532,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,120724,120724,120724,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,120921,120921,120921,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,121813,121813,121813,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,122009,122009,122009,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,123941,123941,123941,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,124033,124033,124033,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,124602,124602,124602,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,126665,126665,126665,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,126709,126709,126709,kampusGiris,cikis,van
2025/2/5,2025,2,Şubat,5,Çarşamba,126881,126881,126881,kampusGiris,cikis,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,127851,127851,127851,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,128443,128443,128443,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,128786,128786,128786,kampusGiris,giris,ambulance
2025/2/5,2025,2,Şubat,5,Çarşamba,128805,128805,128805,kampusGiris,giris,van
2025/2/5,2025,2,Şubat,5,Çarşamba,129446,129446,129446,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,132040,132040,132040,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,134556,134556,134556,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,134791,134791,134791,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,134945,134945,134945,kampusGiris,giris,ambulance
2025/2/5,2025,2,Şubat,5,Çarşamba,135214,135214,135214,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,135406,135406,135406,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,135856,135856,135856,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,136422,136422,136422,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,136632,136632,136632,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,137911,137911,137911,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,138043,138043,138043,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,141334,141334,141334,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,141846,141846,141846,kampusGiris,giris,ambulance
2025/2/5,2025,2,Şubat,5,Çarşamba,141874,141874,141874,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,142304,142304,142304,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,142874,142874,142874,kampusGiris,giris,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,143341,143341,143341,kampusGiris,giris,ambulance
2025/2/5,2025,2,Şubat,5,Çarşamba,143453,143453,143453,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,143627,143627,143627,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,144461,144461,144461,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,145187,145187,145187,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,146210,146210,146210,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,146773,146773,146773,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,148029,148029,148029,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,148909,148909,148909,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,149647,149647,149647,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,149947,149947,149947,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,150808,150808,150808,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,150877,150877,150877,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,151203,151203,151203,kampusGiris,cikis,truck
2025/2/5,2025,2,Şubat,5,Çarşamba,151903,151903,151903,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,152108,152108,152108,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,152370,152370,152370,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,152735,152735,152735,kampusGiris,giris,van
2025/2/5,2025,2,Şubat,5,Çarşamba,152760,152760,152760,kampusGiris,giris,van
2025/2/5,2025,2,Şubat,5,Çarşamba,153106,153106,153106,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,154289,154289,154289,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,154554,154554,154554,kampusGiris,giris,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,157111,157111,157111,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,157401,157401,157401,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,158211,158211,158211,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,158971,158971,158971,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,160725,160725,160725,kampusGiris,cikis,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,160795,160795,160795,kampusGiris,giris,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,163370,163370,163370,kampusGiris,cikis,motorcycle
2025/2/5,2025,2,Şubat,5,Çarşamba,165502,165502,165502,kampusGiris,cikis,car
2025/2/5,2025,2,Şubat,5,Çarşamba,168153,168153,168153,kampusGiris,cikis,bus
2025/2/5,2025,2,Şubat,5,Çarşamba,168886,168886,168886,kampusGiris,giris,car
2025/2/5,2025,2,Şubat,5,Çarşamba,171516,171516,171516,kampusGiris,giris,motorcycle
