yil/ay/gun,yil,ay,ayAdi,gun,gunAdi,saat,dakika,saniye,konum,alanIsmi,tasitTipi
2024/10/25,2024,10,Ekim,25,Cuma,16,25,45,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,45,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,49,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,52,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,54,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,55,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,56,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,58,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,25,58,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,26,3,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,15,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,26,19,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,22,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,22,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,26,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,29,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,30,kampusGiris,giris,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,26,32,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,34,kampusGiris,cikis,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,26,34,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,35,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,36,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,37,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,38,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,40,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,41,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,44,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,45,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,46,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,47,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,49,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,49,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,53,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,26,54,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,26,59,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,2,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,3,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,4,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,27,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,6,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,8,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,9,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,11,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,12,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,12,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,13,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,15,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,15,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,16,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,17,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,18,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,18,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,20,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,32,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,27,37,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,27,41,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,43,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,46,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,47,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,48,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,48,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,52,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,27,52,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,54,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,54,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,56,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,57,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,58,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,27,59,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,27,59,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,0,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,2,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,4,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,4,kampusGiris,giris,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,28,5,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,6,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,7,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,7,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,8,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,9,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,9,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,9,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,10,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,12,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,13,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,16,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,16,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,19,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,22,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,24,kampusGiris,cikis,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,28,26,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,30,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,28,41,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,46,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,47,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,52,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,52,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,53,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,53,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,54,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,56,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,56,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,57,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,57,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,28,59,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,1,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,7,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,29,8,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,29,9,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,11,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,11,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,29,12,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,13,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,29,13,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,29,16,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,21,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,25,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,26,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,29,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,29,34,kampusGiris,giris,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,29,34,kampusGiris,cikis,ambulance
2024/10/25,2024,10,Ekim,25,Cuma,16,29,39,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,29,59,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,2,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,3,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,6,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,8,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,10,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,13,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,15,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,17,kampusGiris,giris,truck
2024/10/25,2024,10,Ekim,25,Cuma,16,30,17,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,18,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,20,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,20,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,22,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,30,23,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,24,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,26,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,27,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,30,27,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,30,34,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,30,34,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,35,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,38,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,38,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,30,41,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,41,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,43,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,43,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,44,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,45,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,30,55,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,0,kampusGiris,giris,van
2024/10/25,2024,10,Ekim,25,Cuma,16,31,0,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,3,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,3,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,4,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,31,7,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,7,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,8,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,10,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,10,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,11,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,12,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,13,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,14,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,14,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,15,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,15,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,16,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,17,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,18,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,19,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,20,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,22,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,31,23,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,26,kampusGiris,giris,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,31,32,kampusGiris,cikis,bus
2024/10/25,2024,10,Ekim,25,Cuma,16,31,34,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,35,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,39,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,39,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,40,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,40,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,43,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,44,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,50,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,53,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,31,57,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,11,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,14,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,32,16,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,32,18,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,32,19,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,22,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,23,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,23,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,23,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,24,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,24,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,26,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,26,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,32,28,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,28,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,29,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,29,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,30,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,31,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,31,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,32,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,35,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,38,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,39,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,40,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,45,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,45,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,46,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,49,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,52,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,52,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,32,53,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,54,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,32,55,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,32,55,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,0,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,1,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,2,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,3,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,4,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,12,kampusGiris,giris,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,33,13,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,15,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,17,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,21,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,33,22,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,26,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,30,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,33,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,34,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,33,34,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,36,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,38,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,39,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,41,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,41,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,41,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,46,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,47,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,49,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,51,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,52,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,54,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,56,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,56,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,57,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,58,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,59,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,33,59,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,0,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,0,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,1,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,1,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,2,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,4,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,4,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,7,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,8,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,22,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,31,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,31,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,33,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,35,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,36,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,36,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,38,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,39,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,34,40,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,41,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,41,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,42,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,42,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,43,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,46,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,34,47,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,47,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,49,kampusGiris,giris,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,50,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,51,kampusGiris,cikis,van
2024/10/25,2024,10,Ekim,25,Cuma,16,34,53,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,54,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,34,58,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,1,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,2,kampusGiris,cikis,motorcycle
2024/10/25,2024,10,Ekim,25,Cuma,16,35,2,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,5,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,6,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,8,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,8,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,9,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,10,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,12,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,15,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,17,kampusGiris,cikis,car
2024/10/25,2024,10,Ekim,25,Cuma,16,35,21,kampusGiris,cikis,bus
